时间,收盘点位,PB市值加权,温度
2022/4/28,3921.11,1.3664,9.6
2022/4/27,3895.54,1.3622,9.1
2022/4/26,3784.12,1.3357,6.4
2022/4/25,3814.91,1.3467,7.5
2022/4/22,4013.25,1.4117,13.9
2022/4/21,3995.83,1.4035,13
2022/4/20,4070.79,1.4268,15.8
2022/4/19,4134.9,1.4468,17.4
2022/4/18,4166.38,1.4539,18.2
2022/4/15,4188.75,1.4662,19.6
2022/4/14,4191.57,1.4683,19.8
2022/4/13,4139.74,1.4521,18
2022/4/12,4179.97,1.4626,19
2022/4/11,4100.07,1.4392,16.9
2022/4/8,4230.77,1.4775,21.1
2022/4/7,4209.1,1.469,19.9
2022/4/6,4263.84,1.487,23.1
2022/4/1,4276.16,1.4875,23.2
2022/3/31,4222.6,1.4706,20.3
2022/3/30,4254.1,1.4896,23.5
2022/3/29,4134.14,1.4623,18.9
2022/3/28,4148.47,1.465,19.4
2022/3/25,4174.57,1.4711,20.4
2022/3/24,4251.31,1.495,24.4
2022/3/23,4276.52,1.5019,25.7
2022/3/22,4255.3,1.4963,24.6
2022/3/21,4258.75,1.4938,24.2
2022/3/18,4265.9,1.4991,25.1
2022/3/17,4237.7,1.4887,23.4
2022/3/16,4156.08,1.4651,19.5
2022/3/15,3983.81,1.4121,14
2022/3/14,4174.76,1.4778,21.2
2022/3/11,4306.52,1.5196,28.6
2022/3/10,4292.84,1.5143,27.8
2022/3/9,4226.35,1.4963,24.6
2022/3/8,4265.39,1.511,27.2
2022/3/7,4352.78,1.541,31.5
2022/3/4,4496.43,1.5848,35.2
2022/3/3,4551.63,1.6017,36.4
2022/3/2,4578.6,1.6064,36.9
2022/3/1,4619.69,1.617,38
2022/2/28,4581.65,1.6041,36.7
2022/2/25,4573.42,1.6006,36.3
2022/2/24,4529.32,1.5904,35.6
2022/2/23,4623.05,1.6203,38.5
2022/2/22,4574.15,1.609,37.4
2022/2/21,4634.31,1.6272,39.4
2022/2/18,4651.24,1.6324,40.1
2022/2/17,4629.16,1.6244,39
2022/2/16,4617.99,1.6223,38.7
2022/2/15,4600.1,1.6155,37.8
2022/2/14,4551.69,1.6043,36.7
2022/2/11,4601.4,1.6228,38.8
2022/2/10,4639.86,1.6299,39.8
2022/2/9,4652.06,1.6298,39.8
2022/2/8,4608.77,1.6174,38.1
2022/2/7,4634.09,1.617,38
2022/1/28,4563.77,1.5876,35.4
2022/1/27,4619.88,1.6077,37.2
2022/1/26,4712.31,1.6375,40.5
2022/1/25,4678.45,1.626,39.2
2022/1/24,4786.74,1.6621,43.8
2022/1/21,4779.31,1.6601,43.5
2022/1/20,4823.51,1.6753,45.9
2022/1/19,4780.38,1.6614,43.7
2022/1/18,4813.35,1.671,45.1
2022/1/17,4767.28,1.6522,42.6
2022/1/14,4726.73,1.642,41.1
2022/1/13,4765.92,1.6596,43.5
2022/1/12,4845.58,1.6809,46.9
2022/1/11,4797.77,1.6668,44.3
2022/1/10,4844.05,1.6813,47.1
2022/1/7,4822.37,1.675,45.8
2022/1/6,4818.23,1.6699,44.9
2022/1/5,4868.12,1.6845,47.6
2022/1/4,4917.77,1.6963,49.2
2021/12/31,4940.37,1.7005,49.9
2021/12/30,4921.51,1.6947,48.9
2021/12/29,4883.48,1.685,47.7
2021/12/28,4955.96,1.7071,50.8
2021/12/27,4919.32,1.6973,49.4
2021/12/24,4921.34,1.6983,49.5
2021/12/23,4948.74,1.7066,50.7
2021/12/22,4914.45,1.6945,48.8
2021/12/21,4913.49,1.6954,49
2021/12/20,4880.42,1.6832,47.4
2021/12/17,4954.76,1.7045,50.4
2021/12/16,5034.73,1.7285,53.4
2021/12/15,5005.9,1.718,52.1
2021/12/14,5049.7,1.7299,53.5
2021/12/13,5083.8,1.743,54.5
2021/12/10,5055.12,1.6235,38.9
2021/12/9,5078.69,1.6311,39.9
2021/12/8,4995.93,1.6071,37
2021/12/7,4922.1,1.5874,35.4
2021/12/6,4892.62,1.5785,34.8
2021/12/3,4901.02,1.5808,34.9
2021/12/2,4856.16,1.567,34
2021/12/1,4843.85,1.5634,33.6
2021/11/30,4832.03,1.5571,33.1
2021/11/29,4851.42,1.5612,33.5
2021/11/26,4860.13,1.5652,33.8
2021/11/25,4896.44,1.5775,34.7
2021/11/24,4916.66,1.5841,35.1
2021/11/23,4913.35,1.5822,35
2021/11/22,4912.4,1.5817,34.9
2021/11/19,4890.06,1.5754,34.6
2021/11/18,4837.62,1.5596,33.3
2021/11/17,4885.75,1.5721,34.3
2021/11/16,4883.32,1.5709,34.2
2021/11/15,4882.38,1.5711,34.3
2021/11/12,4888.37,1.5732,34.4
2021/11/11,4898.65,1.577,34.7
2021/11/10,4821.19,1.5546,32.8
2021/11/9,4846.74,1.5639,33.7
2021/11/8,4848.18,1.5652,33.8
2021/11/5,4842.35,1.5625,33.6
2021/11/4,4868.74,1.5726,34.3
2021/11/3,4821.11,1.5603,33.4
2021/11/2,4839.85,1.5666,34
2021/11/1,4890.69,1.5831,35
2021/10/29,4908.77,1.6256,39.1
2021/10/28,4864.14,1.6379,40.6
2021/10/27,4898.16,1.6563,43.2
2021/10/26,4963.1,1.6795,46.7
2021/10/25,4979.52,1.6883,48.2
2021/10/22,4959.73,1.6868,48
2021/10/21,4928.02,1.6811,47
2021/10/20,4910.18,1.6743,45.7
2021/10/19,4922.72,1.6799,46.8
2021/10/18,4874.78,1.6662,44.3
2021/10/15,4932.11,1.6817,47.2
2021/10/14,4913.61,1.6745,45.8
2021/10/13,4940.11,1.6816,47.1
2021/10/12,4883.84,1.6699,44.9
2021/10/11,4936.19,1.6868,48
2021/10/8,4929.94,1.6828,47.3
2021/9/30,4866.38,1.6609,43.5
2021/9/29,4833.93,1.6527,42.7
2021/9/28,4883.83,1.6717,45.2
2021/9/27,4877.37,1.6651,44.2
2021/9/24,4849.43,1.6581,43.3
2021/9/23,4853.2,1.6629,43.8
2021/9/22,4821.77,1.654,42.8
2021/9/17,4855.94,1.6615,43.7
2021/9/16,4807.7,1.648,41.9
2021/9/15,4867.32,1.667,44.4
2021/9/14,4917.16,1.681,47
2021/9/13,4991.66,1.7061,50.6
2021/9/10,5013.52,1.7066,50.7
2021/9/9,4970.01,1.6964,49.3
2021/9/8,4972.13,1.6928,48.6
2021/9/7,4992.83,1.6962,49.2
2021/9/6,4933.73,1.6767,46.2
2021/9/3,4843.06,1.6499,42.2
2021/9/2,4869.41,1.6557,43.1
2021/9/1,4869.46,1.6541,42.8
2021/8/31,4805.61,1.6314,40
2021/8/30,4813.27,1.6356,40.4
2021/8/27,4827.04,1.6425,41.2
2021/8/26,4801.61,1.64,40.8
2021/8/25,4898.16,1.6694,44.8
2021/8/24,4888.39,1.6648,44.1
2021/8/23,4835.88,1.6502,42.3
2021/8/20,4769.27,1.629,39.7
2021/8/19,4862.14,1.6555,43.1
2021/8/18,4894.24,1.6683,44.6
2021/8/17,4837.4,1.6476,41.8
2021/8/16,4941.07,1.679,46.6
2021/8/13,4945.98,1.6788,46.5
2021/8/12,4973.35,1.6872,48.1
2021/8/11,5015.34,1.698,49.4
2021/8/10,5043.15,1.7018,50
2021/8/9,4985.56,1.6835,47.5
2021/8/6,4921.56,1.663,43.9
2021/8/5,4948.67,1.67,44.9
2021/8/4,4978.85,1.6798,46.8
2021/8/3,4934.46,1.6692,44.7
2021/8/2,4933.74,1.6722,45.2
2021/7/30,4811.17,1.6349,40.3
2021/7/29,4850.27,1.6457,41.5
2021/7/28,4760.48,1.622,38.7
2021/7/27,4751.31,1.6204,38.5
2021/7/26,4925.3,1.6709,45.1
2021/7/23,5089.23,1.7222,52.4
2021/7/22,5151.75,1.7376,54.1
2021/7/21,5144.04,1.7315,53.7
2021/7/20,5108.99,1.7201,52.4
2021/7/19,5113.49,1.723,52.6
2021/7/16,5094.77,1.7194,52.3
2021/7/15,5151.46,1.7338,53.8
2021/7/14,5083.08,1.7108,51.4
2021/7/13,5142.1,1.7315,53.7
2021/7/12,5132.71,1.7244,52.8
2021/7/9,5069.44,1.7089,51
2021/7/8,5088.26,1.7134,51.7
2021/7/7,5140.49,1.7314,53.6
2021/7/6,5083.1,1.7178,52.1
2021/7/5,5085.79,1.7121,51.6
2021/7/2,5081.12,1.709,51.1
2021/7/1,5229.66,1.7522,55.3
2021/6/30,5224.04,1.7502,55.1
2021/6/29,5190.54,1.7391,54.2
2021/6/28,5251.76,1.7568,55.6
2021/6/25,5239.97,1.7563,55.5
2021/6/24,5155.97,1.7283,53.4
2021/6/23,5147.39,1.7239,52.7
2021/6/22,5122.16,1.7183,52.2
2021/6/21,5090.39,1.707,50.8
2021/6/18,5102.47,1.711,51.4
2021/6/17,5101.89,1.7108,51.4
2021/6/16,5080.49,1.703,50.2
2021/6/15,5166.56,1.7252,52.9
2021/6/11,5224.7,1.6744,45.7
2021/6/10,5271.47,1.6856,47.8
2021/6/9,5236.45,1.6769,46.2
2021/6/8,5232.12,1.6742,45.7
2021/6/7,5277.63,1.6848,47.7
2021/6/4,5282.28,1.685,47.7
2021/6/3,5255.29,1.6741,45.6
2021/6/2,5289.97,1.6829,47.3
2021/6/1,5341.68,1.6951,49
2021/5/31,5331.57,1.6928,48.6
2021/5/28,5321.09,1.6931,48.7
2021/5/27,5338.23,1.6961,49.2
2021/5/26,5320.59,1.6921,48.5
2021/5/25,5318.48,1.6899,48.4
2021/5/24,5155.59,1.6427,41.2
2021/5/21,5134.15,1.6372,40.5
2021/5/20,5186.41,1.6515,42.5
2021/5/19,5172.27,1.6485,41.9
2021/5/18,5187.6,1.6547,42.9
2021/5/17,5184.99,1.6522,42.6
2021/5/14,5110.59,1.6327,40.1
2021/5/13,4992.97,1.5988,36.2
2021/5/12,5044.55,1.6137,37.7
2021/5/11,5023.06,1.6053,36.9
2021/5/10,4992.42,1.5971,36
2021/5/7,4996.05,1.5949,35.8
2021/5/6,5061.12,1.6084,37.3
2021/4/30,5123.49,1.6225,38.8
2021/4/29,5164.17,1.6672,44.4
2021/4/28,5119.24,1.6671,44.4
2021/4/27,5090.52,1.6629,43.8
2021/4/26,5077.24,1.6631,43.9
2021/4/23,5135.45,1.684,47.5
2021/4/22,5089.24,1.6755,45.9
2021/4/21,5098.74,1.6794,46.6
2021/4/20,5083.37,1.6786,46.5
2021/4/19,5087.02,1.6832,47.4
2021/4/16,4966.18,1.6525,42.6
2021/4/15,4948.97,1.6473,41.7
2021/4/14,4980.63,1.6574,43.3
2021/4/13,4939.64,1.6479,41.8
2021/4/12,4947.75,1.6514,42.5
2021/4/9,5035.34,1.6732,45.4
2021/4/8,5112.21,1.6955,49
2021/4/7,5103.74,1.6931,48.7
2021/4/6,5140.34,1.7017,50
2021/4/2,5161.56,1.7065,50.7
2021/4/1,5110.78,1.695,48.9
2021/3/31,5048.36,1.6796,46.7
2021/3/30,5094.73,1.7014,49.9
2021/3/29,5046.88,1.6903,48.4
2021/3/26,5037.99,1.698,49.4
2021/3/25,4926.35,1.6707,45
2021/3/24,4928.69,1.6746,45.8
2021/3/23,5009.25,1.6993,49.7
2021/3/22,5057.15,1.7143,51.8
2021/3/19,5007.09,1.6994,49.7
2021/3/18,5141.77,1.7429,54.4
2021/3/17,5100.86,1.7328,53.8
2021/3/16,5079.36,1.7317,53.7
2021/3/15,5035.54,1.7169,52
2021/3/12,5146.38,1.7442,54.5
2021/3/11,5128.22,1.7396,54.2
2021/3/10,5003.61,1.6998,49.8
2021/3/9,4971,1.6947,48.9
2021/3/8,5080.02,1.7269,53.2
2021/3/5,5262.8,1.7791,56.9
2021/3/4,5280.71,1.7809,57
2021/3/3,5452.21,1.8279,59.3
2021/3/2,5349.63,1.7902,57.3
2021/3/1,5418.78,1.8147,58.6
2021/2/26,5336.76,1.7931,57.4
2021/2/25,5469.56,1.8363,59.8
2021/2/24,5437.57,1.8215,59
2021/2/23,5579.67,1.8679,62.2
2021/2/22,5597.33,1.8735,62.5
2021/2/19,5778.84,1.9185,64.3
2021/2/18,5768.38,1.9149,64.2
2021/2/10,5807.72,1.9228,64.4
2021/2/9,5686.25,1.8837,63
2021/2/8,5564.56,1.8491,60.7
2021/2/5,5483.41,1.8279,59.3
2021/2/4,5473.95,1.8214,58.9
2021/2/3,5485.2,1.8283,59.4
2021/2/2,5501.09,1.8356,59.8
2021/2/1,5417.65,1.8137,58.5
2021/1/29,5351.96,1.7967,57.7
2021/1/28,5377.14,1.8015,57.9
2021/1/27,5528,1.8429,60.2
2021/1/26,5512.97,1.8389,60
2021/1/25,5625.92,1.8695,62.3
2021/1/22,5569.78,1.8511,61
2021/1/21,5564.97,1.8563,61.2
2021/1/20,5476.43,1.8326,59.6
2021/1/19,5437.52,1.8249,59.2
2021/1/18,5518.52,1.8445,60.3
2021/1/15,5458.08,1.8313,59.5
2021/1/14,5470.46,1.8327,59.6
2021/1/13,5577.97,1.8604,61.6
2021/1/12,5596.35,1.8626,61.8
2021/1/11,5441.16,1.8165,58.7
2021/1/8,5495.43,1.8328,59.6
2021/1/7,5513.66,1.8357,59.8
2021/1/6,5417.67,1.8082,58.2
2021/1/5,5368.5,1.7901,57.3
2021/1/4,5267.72,1.7645,56.1
2020/12/31,5211.29,1.7506,55.1
2020/12/30,5113.71,1.72,52.3
2020/12/29,5042.94,1.7018,50
2020/12/28,5064.41,1.709,51.1
2020/12/25,5042.01,1.7034,50.3
2020/12/24,5000.02,1.6903,48.4
2020/12/23,5007.12,1.6928,48.6
2020/12/22,4964.77,1.6785,46.5
2020/12/21,5046.84,1.7081,51
2020/12/18,4999.97,1.6955,49
2020/12/17,5017.48,1.7013,49.9
2020/12/16,4953.87,1.6829,47.3
2020/12/15,4945.1,1.6806,46.9
2020/12/14,4934.84,1.6813,47.1
2020/12/11,4889.63,1.6066,37
2020/12/10,4940.52,1.6195,38.3
2020/12/9,4942.7,1.622,38.7
2020/12/8,5009.88,1.6405,41
2020/12/7,5022.24,1.6463,41.5
2020/12/4,5065.92,1.663,43.9
2020/12/3,5057.06,1.6634,44
2020/12/2,5067.14,1.6673,44.5
2020/12/1,5067.1,1.6703,45
2020/11/30,4960.25,1.6378,40.6
2020/11/27,4980.77,1.644,41.3
2020/11/26,4919.59,1.6186,38.2
2020/11/25,4910.7,1.6144,37.8
2020/11/24,4974.29,1.6311,39.9
2020/11/23,5005.03,1.6401,40.9
2020/11/20,4943.29,1.6198,38.4
2020/11/19,4927.99,1.6159,37.9
2020/11/18,4891.67,1.6059,36.9
2020/11/17,4894.79,1.6036,36.6
2020/11/16,4904.17,1.605,36.8
2020/11/13,4856.85,1.5897,35.5
2020/11/12,4908.46,1.6072,37.1
2020/11/11,4904.9,1.6092,37.5
2020/11/10,4953.88,1.62,38.4
2020/11/9,4981.35,1.6262,39.2
2020/11/6,4885.72,1.5975,36.1
2020/11/5,4885.11,1.5982,36.1
2020/11/4,4813.66,1.5787,34.8
2020/11/3,4777.56,1.5705,34.2
2020/11/2,4720.83,1.552,32.6
2020/10/30,4695.33,1.5774,34.7
2020/10/29,4772.92,1.6211,38.6
2020/10/28,4737.27,1.6247,39.1
2020/10/27,4699.28,1.6207,38.6
2020/10/26,4691.24,1.6202,38.5
2020/10/23,4718.49,1.6357,40.4
2020/10/22,4777.98,1.6527,42.7
2020/10/21,4792.83,1.6591,43.4
2020/10/20,4793.47,1.6551,43
2020/10/19,4755.49,1.6492,42
2020/10/16,4791.68,1.6567,43.2
2020/10/15,4798.74,1.6549,43
2020/10/14,4807.1,1.6551,43
2020/10/13,4839.2,1.6648,44.1
2020/10/12,4823.16,1.6615,43.7
2020/10/9,4681.14,1.6169,38
2020/9/30,4587.4,1.5902,35.6
2020/9/29,4591.8,1.5904,35.6
2020/9/28,4581.91,1.5894,35.5
2020/9/25,4570.02,1.583,35
2020/9/24,4563.07,1.582,34.9
2020/9/23,4652.33,1.6075,37.2
2020/9/22,4635.76,1.6046,36.7
2020/9/21,4691.43,1.6231,38.9
2020/9/18,4737.09,1.6389,40.7
2020/9/17,4632.71,1.6031,36.5
2020/9/16,4657.36,1.6111,37.6
2020/9/15,4688.48,1.618,38.1
2020/9/14,4651.05,1.6083,37.3
2020/9/11,4627.28,1.6019,36.4
2020/9/10,4581.98,1.5899,35.6
2020/9/9,4584.59,1.5905,35.7
2020/9/8,4694.39,1.6215,38.6
2020/9/7,4669.37,1.6092,37.5
2020/9/4,4770.22,1.6389,40.7
2020/9/3,4817.1,1.654,42.8
2020/9/2,4843.89,1.6627,43.8
2020/9/1,4842.12,1.664,44.1
2020/8/31,4816.22,1.6566,43.2
2020/8/28,4844.27,1.6683,44.6
2020/8/27,4731.35,1.639,40.7
2020/8/26,4706.13,1.6321,40.1
2020/8/25,4761.95,1.6499,42.2
2020/8/24,4755.85,1.6508,42.4
2020/8/21,4718.84,1.6461,41.5
2020/8/20,4679.15,1.634,40.3
2020/8/19,4740.68,1.6548,42.9
2020/8/18,4812.76,1.6783,46.4
2020/8/17,4815.23,1.6788,46.5
2020/8/14,4704.63,1.6387,40.7
2020/8/13,4635.71,1.6141,37.7
2020/8/12,4647.64,1.6184,38.2
2020/8/11,4681.78,1.6268,39.3
2020/8/10,4724.87,1.6401,40.9
2020/8/7,4707.93,1.6297,39.8
2020/8/6,4762.76,1.6462,41.5
2020/8/5,4777.11,1.6472,41.7
2020/8/4,4775.8,1.6501,42.3
2020/8/3,4771.31,1.6433,41.2
2020/7/31,4695.05,1.6202,38.5
2020/7/30,4656.15,1.6099,37.6
2020/7/29,4679.01,1.6192,38.3
2020/7/28,4568.26,1.5856,35.3
2020/7/27,4528.45,1.5739,34.5
2020/7/24,4505.59,1.5677,34.2
2020/7/23,4712.44,1.6306,39.9
2020/7/22,4714.45,1.6347,40.3
2020/7/21,4691.04,1.6289,39.7
2020/7/20,4680.3,1.6268,39.3
2020/7/17,4544.7,1.5808,34.9
2020/7/16,4516.25,1.5733,34.5
2020/7/15,4744.47,1.6423,41.1
2020/7/14,4806.69,1.661,43.6
2020/7/13,4852.96,1.6757,46
2020/7/10,4753.13,1.647,41.7
2020/7/9,4840.77,1.6763,46.1
2020/7/8,4774,1.657,43.2
2020/7/7,4698.13,1.6331,40.1
2020/7/6,4670.09,1.6265,39.3
2020/7/3,4419.6,1.5323,30.4
2020/7/2,4335.84,1.4984,24.9
2020/7/1,4247.78,1.4651,19.5
2020/6/30,4163.96,1.4388,16.8
2020/6/29,4109.72,1.4212,15.2
2020/6/24,4138.99,1.4306,16.2
2020/6/23,4121.79,1.4206,15.1
2020/6/22,4102.05,1.4166,14.6
2020/6/19,4098.71,1.4166,14.6
2020/6/18,4044.38,1.3998,12.7
2020/6/17,4017.59,1.3929,12
2020/6/16,4014.57,1.3923,11.9
2020/6/15,3954.99,1.3739,10.6
2020/6/12,4003.08,1.3698,10.1
2020/6/11,3995.88,1.3689,10
2020/6/10,4039.71,1.3814,11.2
2020/6/9,4047.03,1.384,11.4
2020/6/8,4021.95,1.3755,10.7
2020/6/5,4001.25,1.3695,10.1
2020/6/4,3982.19,1.3622,9.1
2020/6/3,3983.65,1.3646,9.4
2020/6/2,3983.57,1.3631,9.2
2020/6/1,3971.34,1.3578,8.7
2020/5/29,3867.02,1.327,5.7
2020/5/28,3856.63,1.3254,5.6
2020/5/27,3845.61,1.3197,5.1
2020/5/26,3872.77,1.3257,5.7
2020/5/25,3829.32,1.3138,4.8
2020/5/22,3824.06,1.3127,4.7
2020/5/21,3913.79,1.3405,6.9
2020/5/20,3935.22,1.3469,7.5
2020/5/19,3956.25,1.3526,8.1
2020/5/18,3922.91,1.3419,7
2020/5/15,3912.82,1.3388,6.7
2020/5/14,3925.22,1.3422,7
2020/5/13,3968.25,1.3565,8.5
2020/5/12,3960.24,1.3545,8.3
2020/5/11,3960.18,1.3563,8.5
2020/5/8,3963.62,1.3561,8.4
2020/5/7,3924.89,1.3434,7.1
2020/5/6,3936.25,1.3477,7.6
2020/4/30,3912.58,1.344,7.2
2020/4/29,3867.03,1.3368,6.5
2020/4/28,3849.15,1.3465,7.4
2020/4/27,3822.77,1.3445,7.2
2020/4/24,3796.97,1.3423,7
2020/4/23,3829.75,1.3564,8.5
2020/4/22,3839.38,1.3608,8.9
2020/4/21,3808.05,1.353,8.2
2020/4/20,3853.46,1.3705,10.2
2020/4/17,3839.49,1.3674,9.8
2020/4/16,3802.38,1.3552,8.3
2020/4/15,3797.36,1.3543,8.2
2020/4/14,3825.7,1.3623,9.1
2020/4/13,3753.26,1.3406,6.9
2020/4/10,3769.18,1.3462,7.4
2020/4/9,3792.81,1.3548,8.3
2020/4/8,3780.34,1.3512,8
2020/4/7,3798.02,1.3581,8.7
2020/4/3,3713.22,1.3323,6.1
2020/4/2,3734.53,1.3402,6.8
2020/4/1,3675.08,1.3201,5.2
2020/3/31,3686.16,1.3283,5.9
2020/3/30,3674.11,1.3319,6.1
2020/3/27,3710.06,1.3514,8.1
2020/3/26,3698.05,1.347,7.5
2020/3/25,3722.52,1.3567,8.6
2020/3/24,3625.11,1.3255,5.6
2020/3/23,3530.31,1.2919,3.4
2020/3/20,3653.22,1.3343,6.3
2020/3/19,3589.09,1.3111,4.5
2020/3/18,3636.26,1.3311,6
2020/3/17,3709.68,1.3564,8.5
2020/3/16,3727.84,1.3633,9.3
2020/3/13,3895.31,1.4131,14.2
2020/3/12,3950.91,1.4322,16.4
2020/3/11,4028.43,1.4557,18.4
2020/3/10,4082.73,1.4721,20.4
2020/3/9,3997.13,1.4453,17.3
2020/3/6,4138.51,1.4906,23.7
2020/3/5,4206.73,1.5135,27.7
2020/3/4,4115.05,1.4829,22.3
2020/3/3,4091.36,1.4751,20.8
2020/3/2,4069.67,1.4679,19.8
2020/2/28,3940.05,1.4256,15.7
2020/2/27,4084.88,1.4751,20.8
2020/2/26,4073.02,1.4734,20.6
2020/2/25,4123.85,1.4864,23
2020/2/24,4132.84,1.4932,24
2020/2/21,4149.49,1.5007,25.5
2020/2/20,4144.66,1.5005,25.3
2020/2/19,4051.31,1.4713,20.4
2020/2/18,4057.51,1.4726,20.5
2020/2/17,4077.42,1.4802,21.9
2020/2/14,3987.73,1.4488,17.7
2020/2/13,3959.92,1.4405,17
2020/2/12,3984.43,1.4495,17.8
2020/2/11,3952.46,1.4398,16.9
2020/2/10,3916.01,1.4277,16
2020/2/7,3899.87,1.4231,15.5
2020/2/6,3899.78,1.4246,15.6
2020/2/5,3828.53,1.4025,12.9
2020/2/4,3785.64,1.3888,11.8
2020/2/3,3688.36,1.3574,8.7
2020/1/23,4003.9,1.4704,20.2
2020/1/22,4131.93,1.5104,27
2020/1/21,4114.31,1.5039,26.1
2020/1/20,4185.83,1.5279,29.8
2020/1/17,4154.85,1.5173,28.2
2020/1/16,4149.04,1.5161,28
2020/1/15,4166.73,1.5247,29.3
2020/1/14,4189.89,1.5338,30.5
2020/1/13,4203.99,1.5385,31.1
2020/1/10,4163.18,1.526,29.5
2020/1/9,4164.37,1.5266,29.7
2020/1/8,4112.32,1.5123,27.4
2020/1/7,4160.23,1.5306,30.1
2020/1/6,4129.3,1.5214,28.9
2020/1/3,4144.96,1.526,29.5
2020/1/2,4152.24,1.5276,29.7
2019/12/31,4096.58,1.5086,26.7
2019/12/30,4081.63,1.5044,26.2
2019/12/27,4022.03,1.4856,22.7
2019/12/26,4025.99,1.4858,22.8
2019/12/25,3990.87,1.4731,20.5
2019/12/24,3992.96,1.4742,20.7
2019/12/23,3967.1,1.4664,19.6
2019/12/20,4017.25,1.4858,22.8
2019/12/19,4027.15,1.4889,23.4
2019/12/18,4032.78,1.4902,23.7
2019/12/17,4041.8,1.4924,23.9
2019/12/16,3987.55,1.4733,20.6
2019/12/13,3968.22,1.4457,17.3
2019/12/12,3891.02,1.4177,14.8
2019/12/11,3902.75,1.4213,15.2
2019/12/10,3900.38,1.4179,14.8
2019/12/9,3895.45,1.4181,14.8
2019/12/6,3902.39,1.4196,15
2019/12/5,3879.36,1.4137,14.2
2019/12/4,3849.82,1.4038,13.1
2019/12/3,3851.09,1.4067,13.5
2019/12/2,3836.06,1.4027,13
2019/11/29,3828.67,1.4005,12.7
2019/11/28,3862.3,1.4118,14
2019/11/27,3875.62,1.4183,14.9
2019/11/26,3891.65,1.4229,15.4
2019/11/25,3878.21,1.4185,14.9
2019/11/22,3849.99,1.4061,13.3
2019/11/21,3889.6,1.4173,14.7
2019/11/20,3907.86,1.4226,15.3
2019/11/19,3947.04,1.4356,16.6
2019/11/18,3907.93,1.4242,15.6
2019/11/15,3877.09,1.4147,14.3
2019/11/14,3905.86,1.423,15.5
2019/11/13,3899.98,1.4229,15.4
2019/11/12,3903.69,1.4274,16
2019/11/11,3902.98,1.4256,15.7
2019/11/8,3973.01,1.4498,17.8
2019/11/7,3991.87,1.4581,18.6
2019/11/6,3984.88,1.4582,18.6
2019/11/5,4002.81,1.4624,19
2019/11/4,3978.12,1.4532,18.2
2019/11/1,3952.39,1.4438,17.2
2019/10/31,3886.75,1.4265,15.8
2019/10/30,3891.23,1.4627,19
2019/10/29,3910.23,1.4775,21.1
2019/10/28,3926.59,1.486,22.9
2019/10/25,3896.79,1.5006,25.4
2019/10/24,3870.67,1.4942,24.3
2019/10/23,3871.08,1.4944,24.3
2019/10/22,3895.88,1.5011,25.6
2019/10/21,3880.84,1.5008,25.5
2019/10/18,3869.38,1.4935,24.1
2019/10/17,3925.22,1.514,27.8
2019/10/16,3922.69,1.5128,27.6
2019/10/15,3936.25,1.5188,28.5
2019/10/14,3953.24,1.5252,29.4
2019/10/11,3911.73,1.5087,26.8
2019/10/10,3874.64,1.4929,24
2019/10/9,3843.24,1.4834,22.4
2019/10/8,3837.68,1.4793,21.5
2019/9/30,3814.53,1.4685,19.9
2019/9/27,3852.65,1.4816,22.1
2019/9/26,3841.14,1.4793,21.5
2019/9/25,3870.98,1.4868,23.1
2019/9/24,3901.08,1.5004,25.3
2019/9/23,3890.66,1.4967,24.7
2019/9/20,3935.65,1.513,27.6
2019/9/19,3924.38,1.5087,26.8
2019/9/18,3910.08,1.5041,26.1
2019/9/17,3891.22,1.4993,25.1
2019/9/16,3957.72,1.5231,29.1
2019/9/12,3972.38,1.5252,29.4
2019/9/11,3930.1,1.5125,27.5
2019/9/10,3959.26,1.5188,28.5
2019/9/9,3972.95,1.5229,29
2019/9/6,3948.51,1.515,27.9
2019/9/5,3925.32,1.5071,26.6
2019/9/4,3886,1.4923,23.9
2019/9/3,3853.61,1.4774,21.1
2019/9/2,3848.32,1.4754,20.9
2019/8/30,3799.59,1.4692,20
2019/8/29,3790.19,1.4694,20
2019/8/28,3802.58,1.4747,20.8
2019/8/27,3816.95,1.4816,22.1
2019/8/26,3765.91,1.4632,19.1
2019/8/23,3820.86,1.487,23.1
2019/8/22,3793.51,1.4792,21.4
2019/8/21,3781.76,1.4777,21.2
2019/8/20,3787.73,1.4792,21.4
2019/8/19,3791.09,1.4817,22.1
2019/8/16,3710.54,1.4546,18.3
2019/8/15,3694,1.4532,18.2
2019/8/14,3682.4,1.4482,17.7
2019/8/13,3665.75,1.4428,17.1
2019/8/12,3699.1,1.4554,18.4
2019/8/9,3633.53,1.4372,16.7
2019/8/8,3669.29,1.447,17.5
2019/8/7,3621.43,1.4308,16.2
2019/8/6,3636.33,1.4364,16.7
2019/8/5,3675.69,1.4516,18
2019/8/2,3747.44,1.4789,21.4
2019/8/1,3803.47,1.5008,25.5
2019/7/31,3835.36,1.5133,27.6
2019/7/30,3870.32,1.5246,29.2
2019/7/29,3854.27,1.5184,28.4
2019/7/26,3858.57,1.5203,28.7
2019/7/25,3851.07,1.518,28.4
2019/7/24,3819.83,1.5081,26.7
2019/7/23,3789.91,1.4962,24.6
2019/7/22,3781.68,1.4914,23.8
2019/7/19,3807.96,1.5005,25.3
2019/7/18,3768.4,1.4859,22.9
2019/7/17,3804.64,1.4967,24.7
