时间,收盘点位,PB市值加权,温度
2016/11/7,3356.5916,1.4545,18.3
2016/11/4,3354.1749,1.4524,18.1
2016/11/3,3365.085,1.457,18.5
2016/11/2,3333.3524,1.4447,17.2
2016/11/1,3359.0515,1.4559,18.4
2016/10/31,3336.2778,1.448,17.6
2016/10/28,3340.1262,1.4984,24.9
2016/10/27,3345.695,1.5125,27.5
2016/10/26,3354.8003,1.5212,28.9
2016/10/25,3367.4547,1.5301,30
2016/10/24,3367.5778,1.5317,30.2
2016/10/21,3327.74,1.514,27.8
2016/10/20,3318.6044,1.511,27.2
2016/10/19,3316.2407,1.5111,27.3
2016/10/18,3321.3324,1.5122,27.4
2016/10/17,3277.8787,1.493,24
2016/10/14,3305.8481,1.504,26.1
2016/10/13,3302.6455,1.5018,25.7
2016/10/12,3300.0099,1.5015,25.6
2016/10/11,3306.5573,1.505,26.3
2016/10/10,3293.8689,1.5,25.2
2016/9/30,3253.2848,1.482,22.1
2016/9/29,3244.3874,1.4792,21.4
2016/9/28,3230.8904,1.4728,20.5
2016/9/27,3240.7546,1.4781,21.3
2016/9/26,3220.2838,1.4694,20
2016/9/23,3275.6665,1.4917,23.9
2016/9/22,3291.1211,1.4959,24.6
2016/9/21,3266.6363,1.4859,22.9
2016/9/20,3257.4034,1.4815,22
2016/9/19,3263.1242,1.4842,22.5
2016/9/14,3238.7299,1.4745,20.7
2016/9/13,3260.333,1.4856,22.7
2016/9/12,3262.6043,1.4879,23.3
2016/9/9,3318.044,1.512,27.4
2016/9/8,3339.564,1.52,28.6
2016/9/7,3340.8172,1.5204,28.7
2016/9/6,3342.6259,1.521,28.8
2016/9/5,3319.6803,1.5151,27.9
2016/9/2,3314.1142,1.5138,27.7
2016/9/1,3301.5767,1.5105,27.1
2016/8/31,3327.7938,1.52,28.6
2016/8/30,3311.9872,1.5157,28
2016/8/29,3307.7812,1.5146,27.8
2016/8/26,3307.0902,1.5168,28.1
2016/8/25,3308.9721,1.5249,29.3
2016/8/24,3329.8631,1.5354,30.6
2016/8/23,3341.8298,1.5404,31.4
2016/8/22,3336.7949,1.5386,31.1
2016/8/19,3365.0197,1.5477,32.1
2016/8/18,3364.4851,1.5461,31.9
2016/8/17,3373.0476,1.551,32.5
2016/8/16,3378.2451,1.5542,32.8
2016/8/15,3393.4239,1.5674,34.1
2016/8/12,3294.2337,1.5261,29.6
2016/8/11,3233.3604,1.4979,24.9
2016/8/10,3243.3409,1.4988,25
2016/8/9,3256.9813,1.5033,26
2016/8/8,3234.1833,1.4943,24.3
2016/8/5,3205.1101,1.482,22.1
2016/8/4,3201.2888,1.481,21.9
2016/8/3,3193.5073,1.48,21.8
2016/8/2,3189.0529,1.4797,21.6
2016/8/1,3176.8091,1.4747,20.8
2016/7/29,3203.9304,1.4829,22.3
2016/7/28,3221.1365,1.4872,23.2
2016/7/27,3218.243,1.4875,23.2
2016/7/26,3269.5882,1.5067,26.5
2016/7/25,3230.885,1.4901,23.6
2016/7/22,3225.1621,1.4886,23.3
2016/7/21,3252.5227,1.5001,25.3
2016/7/20,3237.6051,1.4945,24.3
2016/7/19,3248.2341,1.5005,25.3
2016/7/18,3262.0222,1.5067,26.5
2016/7/15,3276.2775,1.5102,27
2016/7/14,3276.7637,1.5073,26.6
2016/7/13,3282.8681,1.5126,27.5
2016/7/12,3273.1823,1.5024,25.8
2016/7/11,3203.3298,1.4699,20.1
2016/7/8,3192.2804,1.4643,19.2
2016/7/7,3209.9542,1.4693,20
2016/7/6,3216.8035,1.4668,19.7
2016/7/5,3207.3827,1.4632,19.1
2016/7/4,3204.6962,1.459,18.7
2016/7/1,3154.2003,1.4357,16.6
2016/6/30,3153.921,1.4339,16.5
2016/6/29,3151.3898,1.4295,16.1
2016/6/28,3136.4013,1.4223,15.3
2016/6/27,3120.5443,1.4153,14.4
2016/6/24,3077.1554,1.3992,12.6
2016/6/23,3117.3168,1.4126,14.1
2016/6/22,3133.9611,1.4165,14.5
2016/6/21,3106.3175,1.405,13.2
2016/6/20,3112.6744,1.4067,13.5
2016/6/17,3110.3572,1.4052,13.2
2016/6/16,3094.6748,1.3978,12.4
2016/6/15,3116.3682,1.4063,13.4
2016/6/14,3075.9834,1.3928,12
2016/6/13,3066.3413,1.3883,11.7
2016/6/8,3163.9864,1.4116,13.9
2016/6/7,3177.0536,1.4153,14.4
2016/6/6,3178.7883,1.4152,14.4
2016/6/3,3189.3255,1.4186,14.9
2016/6/2,3167.0997,1.4101,13.8
2016/6/1,3160.547,1.4079,13.6
2016/5/31,3169.5598,1.412,14
2016/5/30,3066.7095,1.37,10.1
2016/5/27,3062.4993,1.3669,9.8
2016/5/26,3064.2111,1.3676,9.9
2016/5/25,3059.2259,1.3648,9.5
2016/5/24,3063.5556,1.3668,9.8
2016/5/23,3087.2225,1.375,10.7
2016/5/20,3078.2183,1.3703,10.2
2016/5/19,3062.5002,1.364,9.3
2016/5/18,3068.0358,1.3667,9.7
2016/5/17,3086.0249,1.3737,10.6
2016/5/16,3095.3085,1.3759,10.7
2016/5/13,3074.9351,1.3685,10
2016/5/12,3090.1372,1.3735,10.5
2016/5/11,3082.8086,1.3718,10.4
2016/5/10,3069.1124,1.3654,9.6
2016/5/9,3065.6154,1.3638,9.3
2016/5/6,3130.3544,1.3927,12
2016/5/5,3213.9199,1.4256,15.7
2016/5/4,3209.4614,1.4235,15.5
2016/5/3,3213.5397,1.4261,15.8
2016/4/29,3156.7451,1.4162,14.5
2016/4/28,3160.5809,1.434,16.5
2016/4/27,3165.9156,1.4378,16.7
2016/4/26,3179.1605,1.4488,17.7
2016/4/25,3162.0331,1.4435,17.1
2016/4/22,3174.9012,1.4501,17.8
2016/4/21,3160.6033,1.4478,17.5
2016/4/20,3181.0264,1.4582,18.6
2016/4/19,3238.3029,1.4815,22
2016/4/18,3228.4531,1.4798,21.8
2016/4/15,3272.2053,1.4993,25.1
2016/4/14,3275.8321,1.5034,26
2016/4/13,3261.3831,1.4989,25.1
2016/4/12,3218.4497,1.4798,21.8
2016/4/11,3230.0957,1.4843,22.6
2016/4/8,3185.7258,1.465,19.4
2016/4/7,3209.2902,1.476,21
2016/4/6,3257.5276,1.4984,24.9
2016/4/5,3264.4858,1.5024,25.8
2016/4/1,3221.8948,1.4865,23
2016/3/31,3218.0879,1.4862,23
2016/3/30,3216.2753,1.5023,25.7
2016/3/29,3135.4098,1.4692,20
2016/3/28,3169.7283,1.4881,23.3
2016/3/25,3197.8169,1.5003,25.3
2016/3/24,3181.8507,1.4941,24.2
2016/3/23,3236.0924,1.5222,29
2016/3/22,3225.7903,1.5186,28.4
2016/3/21,3249.4372,1.5305,30
2016/3/18,3171.963,1.502,25.7
2016/3/17,3124.2039,1.4856,22.7
2016/3/16,3090.0328,1.4743,20.7
2016/3/15,3074.7796,1.4654,19.5
2016/3/14,3065.6904,1.4613,18.8
2016/3/11,3018.2844,1.443,17.1
2016/3/10,3013.1457,1.4383,16.8
2016/3/9,3071.907,1.4666,19.7
2016/3/8,3107.6727,1.4797,21.6
2016/3/7,3104.8397,1.4789,21.4
2016/3/4,3093.8895,1.4765,21
2016/3/3,3058.4219,1.4515,17.9
2016/3/2,3051.3327,1.4476,17.5
2016/3/1,2930.6937,1.3936,12.1
2016/2/29,2877.4666,1.3717,10.4
2016/2/26,2948.0306,1.399,12.6
2016/2/25,2918.7501,1.3829,11.3
2016/2/24,3109.5454,1.4669,19.7
2016/2/23,3089.3632,1.4576,18.5
2016/2/22,3118.8675,1.4716,20.4
2016/2/19,3051.585,1.438,16.8
2016/2/18,3053.6985,1.4412,17
2016/2/17,3063.3199,1.4458,17.4
2016/2/16,3037.0353,1.4333,16.5
2016/2/15,2946.7066,1.3921,11.9
2016/2/5,2963.7894,1.4033,13
2016/2/4,2984.7598,1.4121,14
2016/2/3,2948.6386,1.3961,12.3
2016/2/2,2961.3337,1.4053,13.3
2016/2/1,2901.0477,1.3805,11.1
2016/1/29,2946.0902,1.4058,13.3
2016/1/28,2853.7562,1.3666,9.7
2016/1/27,2930.3519,1.3987,12.5
2016/1/26,2940.5085,1.402,12.9
2016/1/25,3128.886,1.4901,23.6
2016/1/22,3113.4626,1.4838,22.4
2016/1/21,3081.3454,1.4696,20.1
2016/1/20,3174.3781,1.5106,27.1
2016/1/19,3223.1251,1.5304,30
2016/1/18,3130.7289,1.488,23.3
2016/1/15,3118.73,1.4868,23.1
2016/1/14,3221.571,1.5374,30.9
2016/1/13,3155.879,1.5135,27.7
2016/1/12,3215.71,1.5414,31.5
2016/1/11,3192.45,1.5317,30.2
2016/1/8,3361.563,1.6065,36.9
2016/1/7,3294.384,1.5736,34.5
2016/1/6,3539.808,1.6803,46.8
2016/1/5,3478.78,1.6494,42.1
2016/1/4,3469.066,1.6464,41.6
2015/12/31,3731.005,1.7568,55.6
2015/12/30,3765.175,1.7711,56.5
2015/12/29,3761.875,1.7653,56.2
2015/12/28,3727.632,1.752,55.2
2015/12/25,3838.201,1.7989,57.8
2015/12/24,3829.402,1.7973,57.7
2015/12/23,3866.381,1.8118,58.4
2015/12/22,3876.733,1.8146,58.5
2015/12/21,3865.965,1.8135,58.5
2015/12/18,3767.913,1.7769,56.8
2015/12/17,3755.888,1.7736,56.6
2015/12/16,3685.44,1.7459,54.7
2015/12/15,3694.389,1.7468,54.7
2015/12/14,3711.322,1.7599,55.8
2015/12/11,3608.059,1.6823,47.2
2015/12/10,3623.084,1.6905,48.5
2015/12/9,3635.938,1.6984,49.6
2015/12/8,3623.02,1.693,48.7
2015/12/7,3687.607,1.7236,52.7
2015/12/4,3677.592,1.7241,52.7
2015/12/3,3749.299,1.7636,56.1
2015/12/2,3721.955,1.7422,54.4
2015/12/1,3591.696,1.6797,46.7
2015/11/30,3566.412,1.6753,45.9
2015/11/27,3556.992,1.6696,44.8
2015/11/26,3759.429,1.7595,55.8
2015/11/25,3781.607,1.767,56.2
2015/11/24,3753.889,1.7554,55.5
2015/11/23,3753.335,1.7569,55.6
2015/11/20,3774.383,1.7658,56.2
2015/11/19,3774.969,1.7674,56.3
2015/11/18,3715.58,1.7482,54.9
2015/11/17,3758.387,1.7628,56
2015/11/16,3764.126,1.7614,55.9
2015/11/13,3746.242,1.7544,55.4
2015/11/12,3795.324,1.7772,56.8
2015/11/11,3833.646,1.7953,57.6
2015/11/10,3833.238,1.7988,57.7
2015/11/9,3840.355,1.8048,58.1
2015/11/6,3793.374,1.7739,56.7
2015/11/5,3705.97,1.7417,54.4
2015/11/4,3628.538,1.7031,50.2
2015/11/3,3465.493,1.6319,40
2015/11/2,3475.962,1.6398,40.8
2015/10/30,3534.079,1.6885,48.2
2015/10/29,3533.307,1.7275,53.2
2015/10/28,3524.92,1.7263,53
2015/10/27,3592.879,1.7572,55.6
2015/10/26,3589.261,1.7594,55.7
2015/10/23,3571.241,1.7648,56.1
2015/10/22,3524.534,1.7511,55.2
2015/10/21,3473.254,1.7371,54.1
2015/10/20,3577.703,1.7698,56.4
2015/10/19,3534.182,1.7516,55.2
2015/10/16,3534.065,1.7523,55.3
2015/10/15,3486.815,1.7301,53.5
2015/10/14,3406.112,1.6965,49.3
2015/10/13,3445.043,1.7123,51.7
2015/10/12,3447.693,1.7171,52
2015/10/9,3340.116,1.6673,44.5
2015/10/8,3296.482,1.6474,41.8
2015/9/30,3202.948,1.6038,36.6
2015/9/29,3178.854,1.595,35.9
2015/9/28,3242.752,1.6271,39.4
2015/9/25,3231.951,1.6276,39.5
2015/9/24,3284.999,1.6451,41.4
2015/9/23,3263.028,1.6366,40.5
2015/9/22,3339.03,1.6742,45.7
2015/9/21,3308.247,1.6591,43.4
2015/9/18,3251.273,1.6386,40.6
2015/9/17,3236.999,1.6359,40.4
2015/9/16,3309.248,1.6689,44.6
2015/9/15,3152.232,1.6029,36.5
2015/9/14,3281.132,1.6516,42.5
2015/9/11,3347.188,1.6775,46.3
2015/9/10,3357.561,1.6859,47.9
2015/9/9,3399.305,1.7063,50.6
2015/9/8,3334.023,1.6762,46.1
2015/9/7,3250.485,1.6422,41.1
2015/9/2,3365.832,1.7166,51.9
2015/9/1,3362.083,1.6957,49.1
2015/8/31,3366.536,1.672,45.2
2015/8/28,3342.286,1.6716,45.2
2015/8/27,3205.638,1.6155,37.8
2015/8/26,3025.692,1.5318,30.3
2015/8/25,3042.927,1.5317,30.2
2015/8/24,3275.534,1.6557,43.1
2015/8/21,3589.536,1.8217,59
2015/8/20,3761.454,1.8986,63.6
2015/8/19,3886.136,1.9613,65.5
2015/8/18,3825.412,1.9497,65.2
2015/8/17,4077.872,2.0577,67.1
2015/8/14,4073.54,2.0636,67.2
2015/8/13,4075.463,2.0681,67.3
2015/8/12,4016.126,2.0438,66.9
2015/8/11,4066.669,2.0683,67.4
2015/8/10,4084.365,2.0786,67.6
2015/8/7,3906.945,1.9933,66.2
2015/8/6,3831.852,1.959,65.5
2015/8/5,3866.9,1.9779,65.9
2015/8/4,3948.155,2.0196,66.5
2015/8/3,3829.235,1.9692,65.7
2015/7/31,3816.699,1.9636,65.6
2015/7/30,3815.412,1.9704,65.7
2015/7/29,3930.379,2.0222,66.6
2015/7/28,3811.093,1.9742,65.8
2015/7/27,3818.731,1.9845,66.1
2015/7/24,4176.279,2.1692,70
2015/7/23,4250.805,2.2016,71
2015/7/22,4157.16,2.1615,69.7
2015/7/21,4166.006,2.1668,69.9
2015/7/20,4160.612,2.1686,70
2015/7/17,4151.496,2.16,69.7
2015/7/16,3997.356,2.1029,68
2015/7/15,3966.759,2.0985,68
2015/7/14,4112.149,2.1356,68.8
2015/7/13,4211.812,2.1899,70.7
2015/7/10,4106.556,2.1764,70.2
2015/7/9,3897.626,2.084,67.8
2015/7/8,3663.038,1.9699,65.7
2015/7/7,3928.003,2.0957,67.9
2015/7/6,3998.537,2.0663,67.3
2015/7/3,3885.917,1.9751,65.8
2015/7/2,4107.996,2.0713,67.5
2015/7/1,4253.021,2.1063,68.1
2015/6/30,4472.998,2.2079,71.2
2015/6/29,4191.549,2.0779,67.6
2015/6/26,4336.195,2.1184,68.3
2015/6/25,4706.516,2.2798,73.9
2015/6/24,4880.126,2.3581,76
2015/6/23,4786.091,2.3046,74.8
2015/6/19,4637.052,2.2294,72.2
2015/6/18,4930.549,2.3639,76.2
2015/6/17,5138.831,2.4623,80.1
2015/6/16,5064.821,2.4236,78.9
2015/6/15,5221.167,2.4971,81.2
2015/6/12,5335.115,2.5034,81.3
2015/6/11,5306.59,2.4878,81
2015/6/10,5309.112,2.4966,81.1
2015/6/9,5317.461,2.5143,81.5
2015/6/8,5353.751,2.53,81.6
2015/6/5,5230.552,2.4339,79.2
2015/6/4,5181.416,2.4088,78.4
2015/6/3,5143.59,2.3776,77
2015/6/2,5161.87,2.3762,76.9
2015/6/1,5076.179,2.3489,75.7
2015/5/29,4840.829,2.2384,72.6
2015/5/28,4834.007,2.2444,72.9
2015/5/27,5181.434,2.406,78.2
2015/5/26,5198.918,2.4081,78.4
2015/5/25,5099.495,2.3703,76.6
2015/5/22,4951.335,2.3011,74.6
2015/5/21,4840.976,2.242,72.8
2015/5/20,4754.919,2.2262,72.1
2015/5/19,4731.222,2.2189,71.8
2015/5/18,4575.14,2.1489,69.3
2015/5/15,4617.47,2.1766,70.3
2015/5/14,4700.778,2.2169,71.7
2015/5/13,4718.436,2.2226,72
2015/5/12,4747.421,2.2408,72.7
2015/5/11,4690.532,2.2173,71.8
2015/5/8,4558.404,2.1618,69.7
2015/5/7,4470.089,2.12,68.4
2015/5/6,4553.327,2.1708,70.1
2015/5/5,4596.837,2.1989,70.9
2015/5/4,4787.741,2.2929,74.4
2015/4/30,4749.886,2.2754,73.8
2015/4/29,4774.326,2.3645,76.3
2015/4/28,4741.861,2.3974,77.9
2015/4/27,4807.592,2.4224,78.8
2015/4/24,4702.641,2.3497,75.8
2015/4/23,4740.892,2.3762,76.9
2015/4/22,4739.814,2.376,76.9
2015/4/21,4619.164,2.3261,75.1
2015/4/20,4521.919,2.2935,74.4
2015/4/17,4596.136,2.3388,75.4
2015/4/16,4513.546,2.2918,74.4
2015/4/15,4380.513,2.2251,72
2015/4/14,4438.184,2.2375,72.6
2015/4/13,4421.073,2.2358,72.5
2015/4/10,4344.416,2.1871,70.5
2015/4/9,4262.138,2.1459,69.2
2015/4/8,4295.803,2.1663,69.9
2015/4/7,4260.044,2.1433,69.1
2015/4/3,4170.538,2.0922,67.8
2015/4/2,4124.776,2.0799,67.7
2015/4/1,4123.895,2.0814,67.7
2015/3/31,4051.204,2.05,67.1
2015/3/30,4088.178,2.0796,67.6
2015/3/27,3971.697,2.0286,66.7
2015/3/26,3949.999,2.0379,66.9
2015/3/25,3940.412,2.0317,66.7
2015/3/24,3973.046,2.0683,67.4
2015/3/23,3972.061,2.0691,67.4
2015/3/20,3892.574,2.0351,66.8
2015/3/19,3839.739,2.0242,66.6
2015/3/18,3846.055,2.0337,66.7
2015/3/17,3757.122,1.9882,66.2
2015/3/16,3705.671,1.9617,65.5
2015/3/13,3617.657,1.9227,64.4
2015/3/12,3592.844,1.9144,64.2
2015/3/11,3524.653,1.8725,62.4
2015/3/10,3520.611,1.8677,62.1
2015/3/9,3537.75,1.8851,63
2015/3/6,3478.52,1.8442,60.3
2015/3/5,3496.344,1.8483,60.6
2015/3/4,3530.822,1.8727,62.4
2015/3/3,3507.9,1.8664,62
2015/3/2,3601.265,1.9208,64.3
2015/2/27,3572.843,1.9113,64.1
2015/2/26,3566.295,1.9067,63.9
2015/2/25,3478.729,1.8623,61.7
2015/2/17,3522.322,1.8795,62.8
2015/2/16,3499.483,1.8666,62.1
2015/2/13,3469.828,1.8588,61.5
2015/2/12,3442.874,1.8436,60.2
2015/2/11,3434.124,1.8375,59.9
2015/2/10,3406.943,1.8281,59.4
2015/2/9,3345.921,1.7965,57.6
2015/2/6,3312.42,1.7798,56.9
2015/2/5,3366.946,1.8154,58.6
2015/2/4,3401.768,1.8382,59.9
2015/2/3,3437.445,1.8608,61.7
2015/2/2,3353.96,1.8107,58.4
2015/1/30,3434.39,1.8666,62.1
2015/1/29,3481.798,1.8961,63.4
2015/1/28,3525.323,1.9248,64.7
2015/1/27,3574.931,1.9577,65.4
2015/1/26,3607.985,1.9834,66
2015/1/23,3571.732,1.9618,65.6
2015/1/22,3567.613,1.9547,65.4
2015/1/21,3548.885,1.9499,65.3
2015/1/20,3396.222,1.8534,61.1
2015/1/19,3355.155,1.8288,59.4
2015/1/16,3635.146,1.9953,66.3
2015/1/15,3604.121,1.9707,65.7
2015/1/14,3502.423,1.898,63.5
2015/1/13,3514.04,1.9026,63.8
2015/1/12,3513.576,1.9024,63.7
2015/1/9,3546.723,1.9285,64.8
2015/1/8,3559.259,1.9266,64.7
2015/1/7,3643.79,1.9802,65.9
2015/1/6,3641.059,1.973,65.8
2015/1/5,3641.541,1.9755,65.9
2014/12/31,3533.705,1.8998,63.6
2014/12/30,3457.554,1.8516,61
2014/12/29,3455.455,1.8412,60.2
2014/12/26,3445.839,1.8279,59.3
2014/12/25,3335.419,1.7704,56.4
2014/12/24,3230.385,1.7063,50.6
2014/12/23,3324.924,1.7613,55.9
2014/12/22,3394.481,1.8177,58.8
2014/12/19,3383.167,1.7805,56.9
2014/12/18,3345.927,1.7449,54.6
2014/12/17,3360.598,1.7535,55.4
2014/12/16,3303.402,1.7176,52
2014/12/15,3217.228,1.6682,44.5
2014/12/12,3193.227,1.6335,40.2
2014/12/11,3183.012,1.6283,39.6
2014/12/10,3221.546,1.6502,42.3
2014/12/9,3106.913,1.6047,36.8
2014/12/8,3252.881,1.7073,50.8
2014/12/5,3124.885,1.6497,42.2
2014/12/4,3104.351,1.6097,37.5
2014/12/3,2967.549,1.5319,30.4
2014/12/2,2923.94,1.5249,29.3
2014/12/1,2819.812,1.4687,19.9
2014/11/28,2808.819,1.4629,19.1
2014/11/27,2754.49,1.4216,15.3
2014/11/26,2723.018,1.4062,13.4
2014/11/25,2685.561,1.3835,11.4
2014/11/24,2649.258,1.3651,9.5
2014/11/21,2583.455,1.3386,6.7
2014/11/20,2537.099,1.3185,5
2014/11/19,2537.223,1.3183,5
2014/11/18,2541.416,1.322,5.4
2014/11/17,2567.101,1.3381,6.6
2014/11/14,2581.093,1.348,7.7
2014/11/13,2579.75,1.3477,7.6
2014/11/12,2594.318,1.3511,8
2014/11/11,2558.612,1.343,7.1
2014/11/10,2565.73,1.3322,6.1
2014/11/7,2502.153,1.3002,3.9
2014/11/6,2506.067,1.3027,4
2014/11/5,2503.448,1.3019,4
2014/11/4,2513.172,1.3089,4.3
2014/11/3,2512.548,1.3073,4.2
2014/10/31,2508.325,1.3078,4.3
2014/10/30,2468.925,1.3117,4.6
2014/10/29,2451.384,1.321,5.3
2014/10/28,2416.653,1.3104,4.5
2014/10/27,2368.832,1.2881,3.3
2014/10/24,2390.706,1.3047,4.1
2014/10/23,2395.936,1.3231,5.5
2014/10/22,2418.641,1.334,6.2
2014/10/21,2433.391,1.3396,6.8
2014/10/20,2454.711,1.3496,7.9
2014/10/17,2441.732,1.3437,7.1
2014/10/16,2444.395,1.348,7.7
2014/10/15,2463.874,1.354,8.2
2014/10/14,2446.562,1.3459,7.3
2014/10/13,2454.946,1.3493,7.8
2014/10/10,2466.789,1.3569,8.6
2014/10/9,2481.955,1.3648,9.5
2014/10/8,2478.383,1.3619,9
2014/9/30,2450.988,1.3527,8.1
2014/9/29,2447.799,1.3507,8
2014/9/26,2437.201,1.3477,7.6
2014/9/25,2436.965,1.3479,7.6
2014/9/24,2441.864,1.3493,7.8
2014/9/23,2399.462,1.3278,5.9
2014/9/22,2378.92,1.3193,5.1
2014/9/19,2425.211,1.3453,7.2
2014/9/18,2408.664,1.337,6.5
2014/9/17,2401.326,1.3335,6.2
2014/9/16,2388.765,1.3287,5.9
2014/9/15,2437.189,1.3486,7.7
2014/9/12,2438.358,1.3496,7.9
2014/9/11,2423.454,1.3406,6.9
2014/9/10,2432.433,1.346,7.3
2014/9/9,2445.224,1.354,8.2
2014/9/5,2449.259,1.3572,8.7
2014/9/4,2426.224,1.3457,7.3
2014/9/3,2408.838,1.3367,6.5
2014/9/2,2386.46,1.3227,5.4
2014/9/1,2355.317,1.3066,4.2
2014/8/29,2338.287,1.3026,4
2014/8/28,2311.278,1.3054,4.2
2014/8/27,2327.595,1.3166,4.9
2014/8/26,2324.092,1.3174,4.9
2014/8/25,2342.863,1.3283,5.9
2014/8/22,2365.364,1.3396,6.8
2014/8/21,2354.244,1.3349,6.3
2014/8/20,2366.14,1.3426,7
2014/8/19,2374.768,1.3544,8.3
2014/8/18,2374.562,1.3529,8.1
2014/8/15,2360.635,1.3489,7.8
2014/8/14,2335.945,1.337,6.5
2014/8/13,2358.901,1.3513,8
2014/8/12,2357.052,1.3502,7.9
2014/8/11,2365.349,1.3558,8.4
2014/8/8,2331.134,1.3382,6.7
2014/8/7,2327.457,1.3355,6.4
2014/8/6,2363.221,1.3555,8.4
2014/8/5,2369.353,1.3593,8.9
2014/8/4,2375.62,1.3628,9.2
2014/8/1,2329.402,1.3404,6.8
2014/7/31,2350.251,1.3495,7.8
2014/7/30,2322.011,1.3359,6.4
2014/7/29,2331.369,1.3379,6.6
2014/7/28,2323.897,1.3354,6.3
2014/7/25,2260.454,1.2992,3.9
2014/7/24,2237.015,1.2855,3.2
2014/7/23,2197.833,1.2651,2.2
2014/7/22,2192.698,1.2616,2.1
2014/7/21,2166.295,1.2492,1.7
2014/7/18,2164.144,1.2507,1.8
2014/7/17,2157.068,1.247,1.6
2014/7/16,2170.868,1.2522,1.9
2014/7/15,2174.976,1.2528,1.9
2014/7/14,2171.758,1.2498,1.8
2014/7/11,2148.009,1.2378,1.2
2014/7/10,2142.847,1.2314,1
2014/7/9,2148.71,1.2316,1
2014/7/8,2180.473,1.2472,1.6
2014/7/7,2176.289,1.2445,1.4
2014/7/4,2178.695,1.2443,1.4
2014/7/3,2180.192,1.2447,1.4
2014/7/2,2170.867,1.2377,1.2
2014/7/1,2164.559,1.2334,1
2014/6/30,2165.118,1.2338,1.1
2014/6/27,2150.258,1.2272,0.9
2014/6/26,2149.076,1.2261,0.9
2014/6/25,2133.371,1.2191,0.8
2014/6/24,2144.821,1.2225,0.8
2014/6/23,2134.11,1.216,0.7
2014/6/20,2136.729,1.2188,0.8
2014/6/19,2126.907,1.2106,0.7
2014/6/18,2160.239,1.2268,0.9
2014/6/17,2169.674,1.2321,1
2014/6/16,2191.855,1.2436,1.4
2014/6/13,2176.242,1.2164,0.7
2014/6/12,2153.41,1.204,0.6
2014/6/11,2160.766,1.2066,0.6
2014/6/10,2161.268,1.2069,0.7
2014/6/9,2134.281,1.1928,0.4
2014/6/6,2134.716,1.1906,0.3
2014/6/5,2150.602,1.1976,0.6
2014/6/4,2128.274,1.1858,0.2
2014/6/3,2149.918,1.1943,0.5
2014/5/30,2156.464,1.1923,0.4
2014/5/29,2155.164,1.1928,0.4
2014/5/28,2169.352,1.1975,0.6
2014/5/27,2147.28,1.1874,0.3
2014/5/26,2155.976,1.1908,0.3
2014/5/23,2148.414,1.1883,0.3
2014/5/22,2130.868,1.1806,0.1
2014/5/21,2135.905,1.1817,0.1
2014/5/20,2115.771,1.1714,0
2014/5/19,2115.143,1.1701,0
2014/5/16,2145.952,1.183,0.2
2014/5/15,2144.084,1.1817,0.1
2014/5/14,2172.372,1.1925,0.4
2014/5/13,2174.852,1.1935,0.5
2014/5/12,2180.054,1.1951,0.5
2014/5/9,2133.911,1.1728,0
2014/5/8,2135.496,1.1728,0
2014/5/7,2137.316,1.1708,0
2014/5/6,2157.328,1.1792,0.1
2014/5/5,2156.47,1.1801,0.1
2014/4/30,2158.659,1.1819,0.2
2014/4/29,2158.47,1.1972,0.6
2014/4/28,2134.969,1.1962,0.5
2014/4/25,2167.826,1.2266,0.9
2014/4/24,2190.474,1.2462,1.5
2014/4/23,2194.668,1.249,1.7
2014/4/22,2196.795,1.2522,1.9
2014/4/21,2187.248,1.2465,1.5
2014/4/18,2224.479,1.2652,2.2
2014/4/17,2224.803,1.2683,2.3
2014/4/16,2232.526,1.2728,2.6
2014/4/15,2229.463,1.2709,2.5
2014/4/14,2268.613,1.2917,3.4
2014/4/11,2270.666,1.293,3.5
2014/4/10,2273.761,1.2954,3.7
2014/4/9,2238.62,1.2761,2.7
2014/4/8,2237.316,1.2739,2.6
2014/4/4,2185.472,1.2495,1.7
2014/4/3,2165.008,1.2406,1.3
2014/4/2,2180.727,1.2506,1.8
2014/4/1,2163.115,1.2422,1.3
2014/3/31,2146.305,1.2361,1.2
2014/3/28,2151.965,1.2462,1.5
2014/3/27,2155.707,1.2494,1.7
2014/3/26,2171.047,1.2604,2
2014/3/25,2174.44,1.2623,2.1
2014/3/24,2176.554,1.2655,2.2
2014/3/21,2158.798,1.2569,2
2014/3/20,2086.967,1.2238,0.8
2014/3/19,2120.87,1.2391,1.3
2014/3/18,2138.133,1.245,1.5
2014/3/17,2143.038,1.247,1.6
2014/3/14,2122.836,1.2374,1.2
2014/3/13,2140.333,1.2484,1.6
2014/3/12,2114.134,1.2345,1.1
2014/3/11,2108.661,1.236,1.1
2014/3/10,2097.787,1.234,1.1
2014/3/7,2168.358,1.2666,2.3
2014/3/6,2173.634,1.2694,2.4
2014/3/5,2163.976,1.2642,2.1
2014/3/4,2184.273,1.2762,2.7
2014/3/3,2190.37,1.2804,2.9
2014/2/28,2178.971,1.2755,2.7
2014/2/27,2154.108,1.2694,2.4
2014/2/26,2163.405,1.2649,2.2
2014/2/25,2157.909,1.2613,2
2014/2/24,2214.509,1.284,3.1
2014/2/21,2264.294,1.3116,4.6
2014/2/20,2287.436,1.3273,5.8
2014/2/19,2308.656,1.3288,6
2014/2/18,2282.442,1.31,4.4
2014/2/17,2311.647,1.3253,5.6
